"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"SRB","Serbia, Republic of","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",2.3,,
"SRB","Serbia, Republic of","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",1.98,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",120.25,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",116.2,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",116.42,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",121.53,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",113.17,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",111.67,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",113.16,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",122.99,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",112.66,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",71.29,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",65.47,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",60.2,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",65.09,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",46.37,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",54.44,,
"SVK","Slovak Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",57.15,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",436.69,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",413.41,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",402.13,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",408.51,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",424.37,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",383.07,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",377.9,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",379.17,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",319.96,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",197.7,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",174.15,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",152.87,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",159.2,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",110.09,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",124.97,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.71,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.66,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.61,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.61,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.51,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.48,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.46,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.42,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.17,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.11,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.1,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.09,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.1,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.07,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.08,,
"SVK","Slovak Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.09,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",157.37,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",139.55,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",134.37,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",121.26,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",137.2,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",128.97,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",130.55,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",145.18,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",105.87,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",83.84,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",67.36,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",68.69,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",63.19,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",60.68,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",52.38,,
"SVN","Slovenia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",58.15,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",319.71,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",276.07,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",260.95,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",231.36,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",257.28,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",235.83,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",227.83,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",251.07,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",175.7,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",134.75,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",106.94,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",108.79,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",99.22,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",95.14,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",81.06,,
"SVN","Slovenia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",88.64,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.03,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.03,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.03,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.02,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.02,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.02,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.02,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.02,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"SVN","Slovenia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",143.46,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",135.37,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",129.06,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",127.98,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",110.46,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",101.76,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",92.44,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",84.53,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",67.46,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",58.54,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",53.2,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",44.07,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",40.69,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",36.04,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",36.32,,
"ESP","Spain","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",36.39,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",224.62,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",211.73,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",197.23,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",197.66,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",165.34,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",148.22,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",130.71,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",116.74,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",92.87,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",81.73,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",74.25,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",61.5,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",57.02,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",50.87,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",51.09,,
"ESP","Spain","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",50.55,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",66.61,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",65.54,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",62.75,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",59.05,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",53.37,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",48.73,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",49.01,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",51.49,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",43.06,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",38.5,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",28.36,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",33.76,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",29.94,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",27.08,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",27.85,,
"SWE","Sweden","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",26.43,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",122.06,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",117.04,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",110.87,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",103.36,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",92.34,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",83.16,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",82.64,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",85.76,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",70.88,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",63.48,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",47.05,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",56.78,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",49.5,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",44.73,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",45.59,,
"SWE","Sweden","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",43.02,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"SWE","Sweden","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",82.4,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",75.24,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",70.42,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",74.4,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",69.02,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",54.99,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",49.44,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",50.85,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",46.68,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",45.07,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",41.79,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",40.44,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",42.39,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",33.25,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",29.68,,
"CHE","Switzerland","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",30.53,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",122.77,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",110.41,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",102.27,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",107.52,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",98.89,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",78.34,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",70.04,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",71.7,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",65.95,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",64.18,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",59.19,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",56.67,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",58.94,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",46.05,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",40.93,,
"CHE","Switzerland","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",41.85,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"CHE","Switzerland","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",87.13,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",68.34,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",62.85,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",59.73,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",66.1,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",66.39,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",67.43,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",72.03,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",60.22,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",60.68,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",55.94,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",52.16,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",50.1,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",48.34,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",45.46,,
"TUR","Turkey","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",95.72,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",779.03,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",604.67,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",554.24,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",517.28,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",519.3,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",480.21,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",448.98,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",452.28,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",359.61,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",350.87,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",309.38,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",273.52,,
