"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1996","1996",22603989,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","1998","1998",14177349,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2000","2000",1711711,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2001","2001",0,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2002","2002",275276,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2003","2003",0,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2004","2004",1756657,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2005","2005",1516910,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2006","2006",7283250,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2007","2007",33366807,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2008","2008",26606430,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2009","2009",13541076,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2010","2010",16398939,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2011","2011",18316981,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2012","2012",20411643,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2013","2013",22738588,,
"MDA","Moldova","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","EUR_CONST","Constant Euro","2014","2014",33167451,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","1997","1997",203000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","1998","1998",261000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","1999","1999",319000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2000","2000",402000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2001","2001",379000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2002","2002",512000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2003","2003",479000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2004","2004",486000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2005","2005",284000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2006","2006",312000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2007","2007",263000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2008","2008",270000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2009","2009",361000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2010","2010",252000000,,
"NLD","Netherlands","I-INV-IWW","Inland waterway infrastucture investment","EUR","Euro","2011","2011",263000000,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1995","1995",1624638,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1996","1996",1370339,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1997","1997",490224,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1998","1998",590440,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1999","1999",488510,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2000","2000",511517,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2001","2001",10509154,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2002","2002",7410164,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2003","2003",9327812,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2004","2004",910454,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2005","2005",1791676,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2006","2006",4388524,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2007","2007",4204603,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2008","2008",377921,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2009","2009",3167054,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2010","2010",747786,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2011","2011",208950,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2012","2012",10355,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2013","2013",121234,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2014","2014",18435,,
"HUN","Hungary","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2015","2015",436,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1998","1998",102504038,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1999","1999",122395552,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2000","2000",22753646,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2001","2001",7342373,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2002","2002",2462219,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2003","2003",67228148,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2004","2004",22211807,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2005","2005",186202813,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2006","2006",154788977,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2007","2007",101155537,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2008","2008",98763793,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2009","2009",39211448,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2010","2010",200938967,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2011","2011",126602310,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2012","2012",189128771,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2013","2013",197504779,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2014","2014",60517103,,
"AZE","Azerbaijan","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2015","2015",422177371,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1995","1995",0,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1996","1996",6818213,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1997","1997",0,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1998","1998",1340411,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1999","1999",6637726,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2000","2000",7819729,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2001","2001",5089900,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2002","2002",12380528,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2003","2003",9463984,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2004","2004",16194332,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2005","2005",41128756,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2006","2006",30028694,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2007","2007",28373748,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2008","2008",16807782,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2009","2009",4085051,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2010","2010",13000000,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2011","2011",16637795,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2012","2012",25784518,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2013","2013",10372857,,
"MLT","Malta","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2014","2014",36435318,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1995","1995",95080358,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1996","1996",73911972,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1997","1997",101267247,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1998","1998",126933522,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","1999","1999",122531559,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2000","2000",116198448,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2001","2001",37566667,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2002","2002",26546039,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2003","2003",26292683,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2004","2004",97797521,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2005","2005",48298573,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2006","2006",120762712,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2007","2007",163371488,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2008","2008",126858276,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2009","2009",103626943,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2010","2010",112000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2011","2011",78449905,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2012","2012",56828598,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2013","2013",31107045,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","EUR_CONST","Constant Euro","2014","2014",81358984,,
"SWE","Sweden","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1995","1995",116139734,,
"SWE","Sweden","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1996","1996",131630456,,
"SWE","Sweden","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1997","1997",123106019,,
